Longitude,Latitude,EVI,LST,precipitation,Zona_Cluster,cluster
97.29901172,5.172413793,0.286345833,24.39,6.3384004,5,0
97.30110379,5.172413793,0.194994,24.39,6.5872536,4,0
97.30319586,5.172413793,0.130868,24.39,6.5872536,4,0
97.31365621,5.172413793,0.117444,24.57,6.5872536,4,0
97.31574828,5.172413793,0.109612,24.57,6.5872536,4,0
97.31784034,5.172413793,0.095102,24.57,6.5872536,4,0
97.31993241,5.172413793,0.083298,24.57,6.5872536,4,0
97.32202448,5.172413793,0.073652,24.57,6.5872536,4,0
97.32411655,5.172413793,0.072098,24.57,6.5872536,4,0
97.32620862,5.172413793,0.084038,24.57,6.5872536,4,0
97.32830069,5.172413793,0.08632,24.57,6.5872536,4,0
97.33039276,5.172413793,0.087614,24.71,6.5872536,4,0
97.33248483,5.172413793,0.119434,24.71,6.5872536,4,0
97.3345769,5.172413793,0.160108163,24.71,6.5872536,4,0
97.33666897,5.172413793,0.156995918,24.71,6.5872536,4,0
97.33876104,5.172413793,0.139772093,25.09,6.5872536,4,0
97.34085311,5.172413793,0.149916279,25.09,6.5872536,4,0
97.34294518,5.172413793,0.14905,25.09,6.5872536,4,0
97.34503725,5.172413793,0.144709524,25.09,6.5872536,4,0
